LAND;BEZ;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND
11;11;11401135;2020;3;7;3;3;5;3;0;1;1;0;0;0;0;0
11;6;6100209;2020;3;23;3;2;0;7;2;0;1;0;0;0;0;1
11;1;1100103;2020;3;19;5;3;5;2;2;0;1;0;0;0;1;0
11;9;9200818;2020;3;12;3;3;3;3;0;0;1;0;0;0;0;1
11;5;5200528;2020;3;7;2;3;2;6;0;0;1;0;0;1;0;0
11;12;12200309;2020;3;8;3;3;1;5;0;0;1;0;0;0;1;0
11;2;2500833;2020;3;23;3;3;5;3;2;0;1;0;0;0;0;1
11;7;7601544;2020;3;19;6;2;1;5;2;0;1;0;0;1;0;0
11;6;6300633;2020;3;7;2;3;2;6;0;0;1;0;0;1;0;0
11;1;1401047;2020;3;12;7;3;5;2;0;1;1;0;0;0;0;0
11;11;11300619;2020;3;16;3;2;6;4;0;0;1;1;0;0;0;0
11;5;5300737;2020;3;15;4;3;5;2;0;0;1;0;1;0;0;0
11;7;7100102;2020;3;13;5;3;5;2;0;0;1;0;0;0;1;0
11;1;1300732;2020;3;20;3;3;6;4;2;1;0;1;0;0;0;1
11;7;7200307;2020;3;17;4;3;1;5;0;1;1;0;0;0;0;0
11;11;11401034;2020;3;11;1;3;0;1;0;0;0;0;1;0;0;0
11;7;7601339;2020;3;13;2;3;5;3;0;0;1;0;1;0;0;0
11;11;11200410;2020;3;14;5;2;5;2;0;0;1;0;1;0;0;0
11;8;8200623;2020;3;2;1;3;5;2;2;0;1;0;0;0;0;0
11;1;1401048;2020;3;20;3;3;2;5;2;0;1;0;0;0;0;1
11;8;8200730;2020;3;16;5;2;5;3;0;0;0;0;1;0;1;0
11;8;8100417;2020;3;15;6;3;2;6;0;0;1;0;1;0;0;0
11;10;10300732;2020;3;15;5;3;5;3;0;1;1;0;0;0;0;0
11;6;6300634;2020;3;12;2;2;3;6;0;1;0;0;0;1;0;0
11;1;1300836;2020;3;11;5;3;2;2;0;0;1;0;1;0;0;0
11;11;11400927;2020;3;17;6;2;6;4;1;0;1;1;0;0;0;1
11;2;2400623;2020;3;12;3;2;6;4;0;1;0;1;0;0;0;0
11;7;7400822;2020;3;11;4;2;5;3;0;1;1;0;0;0;0;0
11;9;9200510;2020;3;10;5;3;2;6;0;0;1;0;0;0;0;0
11;1;1300733;2020;3;16;3;3;5;2;0;1;1;0;0;0;0;1
11;4;4501045;2020;3;16;4;3;6;4;0;0;1;1;0;0;0;0
11;3;3601450;2020;3;5;7;3;0;1;2;1;0;0;0;0;0;0
11;2;2200210;2020;3;11;2;3;6;4;0;1;0;1;0;0;0;0
11;6;6200313;2020;3;17;7;3;3;6;0;1;1;0;0;0;0;0
11;1;1200517;2020;3;22;3;3;0;6;2;0;0;0;0;0;1;1
11;7;7400927;2020;3;6;4;3;5;2;0;1;0;0;0;1;0;0
11;7;7400928;2020;3;5;6;2;1;5;2;0;1;0;0;0;1;0
11;7;7501030;2020;3;9;3;3;0;1;0;1;0;0;0;0;0;1
11;2;2400521;2020;3;17;2;3;5;3;0;1;1;0;0;0;0;0
11;11;11400930;2020;3;15;3;3;2;6;0;0;1;0;0;0;0;0
11;5;5200630;2020;3;19;3;2;5;2;2;1;1;0;0;0;0;1
11;12;12601031;2020;3;19;3;2;6;2;2;0;1;1;0;0;0;1
11;7;7400928;2020;3;5;2;2;5;3;2;0;1;0;1;0;0;0
11;8;8200624;2020;3;4;4;3;5;2;2;0;0;0;1;0;1;0
11;4;4400728;2020;3;14;4;3;2;2;0;0;1;0;0;0;0;1
11;12;12100204;2020;3;19;3;3;6;4;2;0;1;1;0;0;0;1
11;10;10200421;2020;3;17;7;3;6;4;0;0;1;1;0;0;0;0
11;12;12100205;2020;3;9;2;3;3;6;0;0;1;0;0;0;0;0
11;4;4501041;2020;3;16;7;3;2;6;0;0;1;0;1;0;0;0
11;2;2200208;2020;3;19;4;3;5;2;2;1;1;0;0;0;0;0
11;4;4200310;2020;3;11;4;3;5;2;0;1;1;0;0;0;0;0
11;4;4500937;2020;3;1;6;3;2;6;2;0;1;0;0;0;0;0
11;2;2200210;2020;3;19;3;3;5;3;2;1;1;0;0;0;0;1
11;3;3400619;2020;3;10;2;3;5;2;0;1;1;0;0;0;0;0
11;10;10400938;2020;3;19;3;3;2;2;2;0;1;0;1;0;0;0
11;1;1100207;2020;3;19;3;2;5;3;2;1;1;0;0;0;0;1
11;12;12200307;2020;3;13;6;3;3;6;0;0;1;0;1;0;0;0
11;6;6100206;2020;3;16;2;3;6;4;0;0;1;1;0;0;0;0
11;3;3100103;2020;3;12;7;3;5;2;0;1;1;0;0;0;0;0
11;3;3601245;2020;3;23;6;3;5;2;2;0;1;0;0;0;0;0
11;9;9401534;2020;3;8;2;3;1;5;0;1;1;0;0;0;0;0
11;12;12400720;2020;3;15;7;3;5;3;0;0;1;0;1;0;0;0
11;6;6200317;2020;3;14;4;3;1;5;0;1;1;0;0;0;0;0
11;9;9200511;2020;3;19;4;3;6;2;2;0;1;1;0;0;0;0
11;4;4300619;2020;3;18;5;2;6;4;2;0;1;1;0;0;0;0
11;7;7601236;2020;3;19;3;2;6;2;2;0;1;1;0;0;0;1
11;5;5400942;2020;3;16;2;3;0;1;0;0;0;0;1;0;0;0
11;5;5100315;2020;3;15;3;3;1;5;0;0;1;0;0;0;0;0
11;12;12500928;2020;3;18;3;2;6;2;2;0;1;1;0;0;0;1
11;7;7300515;2020;3;8;5;3;3;6;0;1;1;0;0;0;0;0
11;10;10100102;2020;3;14;2;3;5;2;0;0;1;0;0;0;0;0
11;1;1100205;2020;3;14;5;3;0;1;0;1;0;0;0;0;0;0
11;3;3601348;2020;3;20;6;2;5;3;2;0;1;0;0;0;0;1
11;9;9100408;2020;3;14;3;2;0;7;0;0;1;0;0;0;0;0
11;7;7501134;2020;3;13;4;2;6;4;0;0;1;1;0;0;0;0
11;7;7601341;2020;3;12;5;3;3;6;0;0;1;0;0;0;0;1
11;1;1300835;2020;3;18;3;3;5;3;2;1;1;0;0;0;0;1
11;6;6200423;2020;3;16;4;3;0;7;0;0;1;0;0;0;0;0
11;3;3100102;2020;3;11;7;3;5;2;0;1;1;0;0;0;0;0
11;3;3500934;2020;3;12;2;3;5;3;0;1;1;0;0;0;0;0
11;1;1400937;2020;3;12;3;3;5;2;0;1;1;0;0;0;0;0
11;5;5300838;2020;3;15;4;2;5;2;0;0;1;0;1;0;0;0
11;6;6100207;2020;3;13;5;2;5;2;0;0;0;0;1;0;1;0
11;1;1100207;2020;3;18;3;3;5;2;2;1;1;0;0;0;0;1
11;7;7400927;2020;3;15;4;2;1;5;0;0;0;0;1;0;1;0
11;9;9200717;2020;3;14;1;3;2;6;0;1;0;0;0;0;0;0
11;12;12500930;2020;3;13;3;3;6;7;0;1;0;1;0;0;0;0
11;9;9100101;2020;3;15;5;3;5;3;0;1;0;0;0;0;0;0
11;12;12200413;2020;3;16;1;3;5;3;0;1;0;0;0;0;0;0
11;6;6400838;2020;3;8;5;3;5;3;0;0;1;0;0;0;1;0
11;4;4200310;2020;3;8;4;3;2;6;0;0;1;0;0;0;1;0
11;7;7501031;2020;3;15;6;3;2;6;0;0;1;0;0;0;0;0
11;4;4300623;2020;3;11;3;3;2;6;0;0;1;0;0;0;0;0
11;11;11501339;2020;3;12;4;3;1;5;0;1;1;0;0;0;0;0
11;3;3300412;2020;3;9;5;3;1;5;0;1;1;0;0;0;0;0
11;1;1200517;2020;3;20;3;3;5;5;2;0;1;0;0;0;1;1
11;1;2400520;2020;3;14;4;3;6;4;0;0;1;0;0;0;1;0
11;12;12100102;2020;3;20;7;3;5;3;2;0;1;0;0;0;0;0
11;4;4500939;2020;3;11;2;3;2;6;0;0;0;0;1;0;1;0
11;2;2100105;2020;3;8;4;3;5;3;0;1;1;0;0;0;0;0
11;1;1200517;2020;3;20;7;3;2;2;2;0;1;0;0;0;0;0
11;3;3300514;2020;3;7;4;3;5;3;0;1;1;0;0;0;0;1
11;6;6200423;2020;3;14;5;3;5;3;0;0;1;0;1;0;0;0
11;1;1400938;2020;3;11;7;3;5;2;0;0;1;0;0;0;0;0
11;1;1100101;2020;3;16;3;3;2;6;1;0;1;0;0;0;0;1
11;3;3500936;2020;3;9;4;3;3;5;0;0;1;0;0;0;0;0
11;8;8200727;2020;3;11;6;3;2;7;0;0;1;0;0;0;0;1
11;5;5100316;2020;3;16;3;3;6;7;1;0;1;1;0;0;0;1
11;11;11200411;2020;3;17;2;3;5;3;0;1;1;0;0;0;0;0
11;4;4200310;2020;3;15;3;3;5;2;0;1;1;0;0;0;0;0
11;1;1100310;2020;3;8;4;3;0;5;0;1;1;0;0;0;0;0
11;3;3601243;2020;3;15;3;3;8;1;0;0;1;0;0;0;0;1
11;6;6200317;2020;3;15;7;2;0;1;0;1;0;0;0;0;0;0
11;3;3601347;2020;3;18;2;3;2;6;1;0;1;0;0;0;0;0
11;10;10100209;2020;3;7;4;2;5;3;0;1;1;0;0;0;0;0
11;5;5300840;2020;3;15;7;3;4;1;0;0;1;0;1;0;0;0
11;7;7100206;2020;3;16;4;3;0;1;0;0;0;0;1;0;0;0
11;12;12100103;2020;3;19;4;2;0;1;2;1;0;0;0;0;0;0
11;2;2300316;2020;3;15;5;3;0;7;0;1;0;0;0;0;0;0
11;4;4100101;2020;3;15;3;3;0;7;0;0;1;0;1;1;0;1
11;5;5100316;2020;3;8;2;3;5;7;0;0;1;0;1;0;0;0
11;1;1100416;2020;3;9;3;3;5;3;0;1;1;0;0;0;0;0
11;9;9100305;2020;3;6;4;2;5;3;0;1;1;0;0;0;0;0
11;10;10300731;2020;3;10;5;3;5;2;0;0;1;0;0;0;0;0
11;8;8100417;2020;3;9;6;3;2;5;0;0;1;0;0;0;1;0
11;4;4400830;2020;3;7;3;3;5;3;0;1;1;0;0;0;0;1
11;9;9200819;2020;3;14;2;3;3;6;0;0;1;0;0;1;0;0
11;8;8300934;2020;3;15;3;3;0;7;0;0;0;0;0;0;1;0
11;9;9501736;2020;3;15;3;3;2;7;0;0;1;0;0;0;0;1
11;2;2100101;2020;3;16;6;3;6;4;0;0;0;1;1;0;0;0
11;6;6100103;2020;3;18;2;3;6;7;1;1;0;1;0;0;0;0
11;6;6200315;2020;3;7;4;3;2;6;0;0;1;0;0;0;0;1
11;12;12500825;2020;3;14;7;3;5;2;0;1;1;0;0;0;0;0
11;3;3400830;2020;3;13;4;3;0;7;0;1;0;0;0;0;0;0
11;9;9502043;2020;3;18;4;3;5;3;1;1;1;0;0;0;0;0
11;11;11300724;2020;3;16;5;3;5;3;0;1;1;0;0;0;0;0
11;8;8401243;2020;3;14;3;2;0;7;0;1;0;0;0;0;0;1
11;12;12200309;2020;3;14;4;3;6;4;0;0;1;1;0;0;0;0
11;1;1100310;2020;3;19;1;2;0;7;2;0;1;0;0;0;0;0
11;12;12500930;2020;3;7;3;3;2;6;0;0;1;0;0;0;1;0
11;1;1401045;2020;3;14;3;3;3;6;0;0;1;0;0;0;1;1
11;9;9301126;2020;3;17;5;3;1;5;0;0;1;0;0;0;0;0
11;3;3601450;2020;3;1;2;3;7;7;2;1;0;0;0;0;0;0
11;1;1200518;2020;3;12;5;3;6;4;0;0;1;1;0;0;0;0
11;5;5300840;2020;3;12;3;3;5;2;0;0;1;0;0;0;0;1
11;3;3601141;2020;3;13;6;3;5;3;0;1;1;0;0;0;0;0
11;7;7501135;2020;3;16;2;3;6;4;0;0;0;1;0;0;1;0
11;10;10100311;2020;3;12;7;3;5;2;0;0;1;0;0;0;1;0
11;1;1100103;2020;3;20;3;3;5;3;2;1;1;0;0;0;0;0
11;1;1300733;2020;3;16;4;3;5;2;0;0;1;0;0;0;0;0
11;5;5100208;2020;3;13;5;3;1;5;0;0;1;0;0;0;1;0
11;6;6100102;2020;3;12;3;3;0;4;0;0;0;1;0;0;1;1
11;11;11100309;2020;3;14;4;2;2;6;0;0;1;0;0;0;0;0
11;9;9100202;2020;3;13;1;3;9;1;0;0;0;0;1;0;0;0
11;3;3501038;2020;3;11;3;3;1;5;0;1;1;0;0;0;0;0
11;5;5100316;2020;3;6;4;3;2;6;0;0;1;0;0;0;0;0
11;5;5100316;2020;3;0;5;2;2;2;2;0;1;0;0;0;0;0
11;6;6400735;2020;3;12;1;2;4;6;0;0;1;0;1;0;0;0
11;5;5100314;2020;3;15;5;2;0;1;0;1;0;0;0;0;0;0
11;12;12200515;2020;3;14;4;3;0;7;0;1;0;0;0;0;0;0
11;7;7501032;2020;3;14;6;3;6;4;0;0;1;1;0;0;0;0
11;6;6200423;2020;3;18;3;3;1;7;1;0;1;0;1;0;0;0
11;6;6100208;2020;3;10;4;3;0;4;0;0;1;1;0;0;0;0
11;2;2100101;2020;3;5;5;3;5;3;2;1;1;0;0;0;0;1
11;3;3300516;2020;3;18;6;3;0;1;2;0;0;0;1;0;0;1
11;3;3601346;2020;3;12;3;3;5;7;0;0;1;0;0;0;1;0
11;2;2200210;2020;3;12;4;3;5;2;0;0;1;0;0;1;0;0
11;4;4200311;2020;3;10;5;2;4;5;0;0;1;0;0;0;0;1
11;2;2300417;2020;3;12;3;3;5;3;0;0;1;0;0;0;0;1
11;8;8301036;2020;3;14;4;3;6;4;0;0;1;1;0;0;0;0
11;6;6400736;2020;3;11;7;3;6;4;0;0;1;1;0;0;0;0
11;8;8200624;2020;3;12;2;3;5;2;0;0;1;0;0;0;0;0
11;6;6100209;2020;3;11;5;3;1;7;0;0;1;0;0;0;0;0
11;2;2500836;2020;3;0;7;3;0;1;2;0;0;0;0;0;1;0
11;3;3400725;2020;3;11;3;3;5;3;0;0;1;0;0;0;0;1
11;8;8100521;2020;3;9;4;3;5;7;0;0;1;0;1;0;0;0
11;9;9501737;2020;3;11;6;3;6;2;0;0;1;1;0;0;0;0
11;4;4100101;2020;3;11;3;3;5;2;0;0;1;0;0;0;1;1
11;2;2300316;2020;3;17;2;3;0;6;0;0;1;0;1;0;0;0
11;3;3601244;2020;3;16;3;3;6;4;0;1;0;1;0;0;0;0
11;2;2400522;2020;3;7;3;3;3;6;1;1;1;0;0;0;0;0
11;7;7100102;2020;3;12;7;2;5;3;0;1;1;0;0;0;0;0
11;6;6200421;2020;3;8;2;3;2;6;0;0;1;0;0;0;0;0
11;4;4300621;2020;3;20;4;3;1;5;2;1;1;0;0;0;0;0
11;4;4200310;2020;3;10;3;3;2;6;0;0;1;0;1;0;1;1
11;12;12500929;2020;3;18;7;2;5;3;1;0;1;0;1;0;0;0
11;4;4300623;2020;3;10;2;3;0;7;0;1;0;0;0;0;0;0
11;5;5200629;2020;3;17;7;3;5;3;0;0;1;0;0;0;0;0
11;1;1100308;2020;3;21;4;3;9;1;2;0;0;0;1;0;0;0
11;1;1300836;2020;3;18;4;3;0;7;2;0;0;0;1;0;1;1
11;1;1100102;2020;3;2;6;3;8;1;2;0;1;0;0;0;0;0
11;5;5300840;2020;3;9;3;3;5;7;0;0;1;0;1;0;0;1
11;4;4300620;2020;3;11;2;2;5;7;0;0;1;0;0;1;0;0
11;8;8200831;2020;3;21;3;3;1;5;2;0;1;0;1;0;0;0
11;12;12200412;2020;3;8;3;3;6;4;0;0;1;1;0;0;0;0
11;4;4300623;2020;3;13;6;3;2;7;0;0;0;0;1;0;1;0
11;10;10100316;2020;3;16;2;3;2;6;0;0;1;0;0;0;0;0
11;3;3500934;2020;3;13;7;3;5;3;0;1;1;0;0;0;0;0
11;1;1100101;2020;3;10;4;3;5;3;0;0;1;0;0;0;0;0
11;7;7100102;2020;3;15;4;3;5;3;0;0;1;0;0;0;1;0
11;2;2500729;2020;3;14;5;3;5;5;0;0;1;0;0;0;0;0
11;4;4300415;2020;3;8;3;3;0;5;0;1;1;0;0;0;0;0
11;12;12200412;2020;3;15;7;3;5;2;0;1;1;0;0;0;0;0
11;6;6400840;2020;3;15;4;3;8;1;0;0;1;0;0;0;0;0
11;5;5100211;2020;3;19;4;3;2;6;2;0;1;0;1;0;0;0
11;4;4300620;2020;3;18;5;3;1;5;2;1;0;0;0;0;1;0
11;3;3100103;2020;3;7;3;3;5;3;0;1;1;0;0;0;0;0
11;7;7501133;2020;3;5;2;2;0;1;1;0;0;0;1;0;0;0
11;4;4400830;2020;3;14;3;2;1;5;0;1;1;0;0;0;0;0
11;5;5300840;2020;3;9;2;3;2;6;0;0;1;0;0;0;0;1
11;7;7300619;2020;3;16;5;3;3;6;0;0;1;0;1;0;0;0
11;1;1300836;2020;3;15;2;3;5;3;0;0;1;0;0;0;0;0
11;3;3601245;2020;3;19;4;3;5;2;2;0;1;0;0;0;0;0
11;10;10100104;2020;3;22;6;2;6;4;2;0;1;1;0;0;0;0
11;1;1401049;2020;3;15;3;3;2;6;0;0;1;0;0;0;0;0
11;9;9200819;2020;3;14;4;3;5;7;0;1;0;0;0;0;1;0
11;1;1100102;2020;3;11;5;3;0;7;0;1;0;0;0;0;0;1
11;7;7100102;2020;3;20;2;3;5;2;2;0;1;0;0;0;0;0
11;4;4501153;2020;3;14;4;3;2;2;0;0;1;0;0;0;0;0
11;12;12400618;2020;3;0;1;3;8;1;2;0;1;0;0;0;0;0
11;5;5200629;2020;3;11;2;3;0;3;0;0;1;0;1;0;0;0
11;10;10300733;2020;3;14;5;3;2;6;0;0;1;0;0;0;0;0
11;7;7601236;2020;3;11;7;3;1;5;0;0;1;0;0;0;0;0
11;9;9100304;2020;3;13;4;3;5;2;0;0;1;0;0;0;0;0
11;11;11300826;2020;3;16;1;2;6;7;0;0;1;1;0;0;0;0
11;9;9200511;2020;3;5;3;3;5;2;0;1;1;0;0;0;0;0
11;3;3501038;2020;3;16;5;2;5;3;0;0;1;0;1;0;0;0
11;2;2300314;2020;3;17;1;3;2;1;0;1;1;0;0;0;0;0
11;10;10400940;2020;3;10;5;3;5;2;0;1;1;0;0;0;0;0
11;3;3501038;2020;3;15;6;3;2;6;0;0;1;0;0;0;0;0
11;6;6100102;2020;3;12;3;3;5;3;0;1;1;0;0;0;0;0
11;1;7100101;2020;3;10;4;3;3;2;0;0;1;0;1;0;0;0
11;4;4200308;2020;3;9;5;3;5;2;0;0;1;0;0;0;0;1
11;3;3701657;2020;3;18;2;2;0;1;2;0;0;0;0;0;1;0
11;7;7100101;2020;3;13;4;3;2;6;0;1;1;0;0;0;0;0
11;12;1300730;2020;3;20;7;3;2;6;2;0;1;0;0;0;0;0
11;7;7300618;2020;3;11;2;3;1;5;0;1;1;0;0;0;0;0
11;1;1100308;2020;3;22;7;3;5;3;2;0;1;0;0;0;0;0
11;10;10100311;2020;3;8;4;3;2;6;0;0;0;0;0;0;1;0
11;9;9301228;2020;3;7;6;3;4;6;0;0;1;0;0;0;0;0
11;10;10300732;2020;3;16;2;3;3;6;1;0;1;0;0;0;0;1
11;7;7200412;2020;3;15;2;2;5;3;0;1;0;0;0;0;1;0
11;1;1100308;2020;3;16;4;3;0;3;0;1;1;0;0;0;0;0
11;8;8100209;2020;3;13;6;3;6;2;0;0;0;1;0;0;1;0
11;9;9100304;2020;3;15;2;3;6;4;0;0;1;1;0;0;0;0
11;7;7501134;2020;3;17;2;3;2;6;1;0;1;0;0;0;0;0
11;8;8200831;2020;3;12;3;3;1;5;0;0;1;0;0;0;0;0
11;4;4300619;2020;3;12;4;3;0;6;0;0;1;0;1;0;0;0
11;12;12500927;2020;3;15;2;3;1;5;0;0;1;0;1;0;0;1
11;4;4501150;2020;3;21;7;3;6;7;2;1;0;1;0;0;0;0
11;2;2100106;2020;3;20;2;3;5;2;2;0;1;0;0;0;0;0
11;3;3200204;2020;3;15;7;3;5;2;0;0;1;0;0;0;0;0
11;4;4200310;2020;3;17;4;2;6;4;0;0;1;1;0;0;0;0
11;2;2200211;2020;3;16;4;3;5;3;0;1;1;0;0;0;0;0
11;7;7300619;2020;3;14;5;3;2;6;0;0;1;0;0;0;0;0
11;12;12500824;2020;3;15;2;3;5;3;0;1;1;0;0;0;0;1
11;2;2100106;2020;3;8;2;3;5;3;0;0;1;0;0;0;0;0
11;2;2400521;2020;3;17;3;3;5;2;1;1;1;0;0;0;0;0
11;6;6200422;2020;3;13;2;3;5;7;0;0;1;0;0;0;0;1
11;11;11400927;2020;3;10;6;3;5;2;0;0;1;0;1;0;0;0
11;4;4300416;2020;3;7;2;3;0;1;0;0;0;0;1;0;0;0
11;1;1400942;2020;3;15;2;3;2;6;0;0;1;0;0;0;1;0
11;12;12500824;2020;3;15;3;3;0;2;0;0;1;0;1;0;0;0
11;3;3500934;2020;3;12;2;3;0;3;0;0;0;0;0;0;1;1
11;5;5200420;2020;3;21;6;3;5;3;2;1;1;0;0;0;0;0
11;11;11300722;2020;3;7;2;3;5;2;0;1;1;0;0;0;0;0
11;9;9200715;2020;3;14;7;3;5;2;0;1;1;0;0;0;0;0
11;7;7100206;2020;3;13;4;3;6;4;0;0;1;1;0;0;0;0
11;1;1100313;2020;3;18;4;2;5;2;1;1;1;0;0;0;0;0
11;9;9200716;2020;3;18;5;3;5;3;2;0;1;0;0;0;1;0
11;12;12200412;2020;3;12;2;3;2;6;0;0;1;0;0;1;0;1
11;2;2100101;2020;3;19;2;3;0;1;2;1;0;0;0;0;0;0
11;6;6200313;2020;3;8;3;3;2;6;0;0;1;0;0;0;0;0
11;12;12200309;2020;3;22;2;3;5;3;2;0;1;0;0;0;1;0
11;1;1200517;2020;3;12;5;3;5;3;0;1;1;0;0;0;0;0
11;8;8401241;2020;3;14;2;3;3;5;0;1;1;0;0;0;0;0
11;8;8401243;2020;3;14;5;3;5;2;0;1;1;0;0;0;0;0
11;5;5100210;2020;3;18;6;3;5;7;2;0;1;0;0;0;0;1
11;11;11300722;2020;3;15;3;3;5;3;0;0;1;0;0;0;0;0
11;3;3200204;2020;3;13;4;2;8;1;0;0;0;0;1;0;0;0
11;1;1100101;2020;3;12;7;3;5;3;0;0;1;0;0;0;0;0
11;1;1100415;2020;3;18;3;3;6;4;1;0;1;1;0;0;0;0
11;3;3400620;2020;3;15;4;3;5;2;0;1;1;0;0;0;0;0
11;7;7300516;2020;3;13;5;2;6;7;0;0;0;1;0;0;1;0
11;6;6200316;2020;3;12;2;3;2;7;0;0;1;0;0;0;0;0
11;4;4400725;2020;3;13;4;3;5;2;0;1;1;0;0;0;0;0
11;11;11300620;2020;3;14;1;3;6;7;0;0;1;1;0;0;0;0
11;3;3601245;2020;3;13;3;2;5;2;0;1;1;0;0;0;0;0
11;7;7601238;2020;3;19;4;3;2;6;2;0;1;0;1;0;0;0
11;10;10400836;2020;3;2;5;3;4;7;2;1;0;0;0;0;0;0
11;5;5100103;2020;3;13;1;3;5;3;0;1;1;0;0;0;0;0
11;6;6400838;2020;3;17;5;3;5;3;0;0;1;0;0;0;0;0
11;3;3200309;2020;3;19;4;3;6;4;2;0;1;1;0;0;0;0
11;5;5200420;2020;3;15;6;3;5;3;0;0;1;0;0;0;0;0
11;7;7300619;2020;3;8;3;3;5;2;0;0;1;0;0;0;0;0
11;6;6200311;2020;3;11;4;3;1;1;0;0;1;0;1;0;1;0
11;12;12200414;2020;3;5;5;3;2;6;1;0;1;0;0;0;0;0
11;10;10100206;2020;3;11;2;2;1;5;0;0;1;0;0;0;0;1
11;2;2100102;2020;3;19;7;3;1;7;2;0;1;0;0;0;1;0
11;6;6300631;2020;3;10;2;3;2;1;0;1;0;0;0;1;0;0
11;8;8100209;2020;4;17;5;3;5;3;0;0;0;0;1;0;0;0
11;3;3400828;2020;4;18;4;3;5;3;1;1;1;0;0;0;0;0
11;7;7400823;2020;4;17;6;3;5;2;0;1;1;0;0;0;0;0
11;1;1300836;2020;4;19;5;3;6;4;2;0;1;1;0;0;0;0
11;5;5100317;2020;4;16;4;2;5;2;0;1;0;0;0;1;0;0
11;1;1200517;2020;4;15;6;3;0;7;0;1;0;0;0;0;0;0
11;7;7400823;2020;4;19;5;3;2;7;0;0;0;0;1;0;1;0
11;8;8401139;2020;4;17;1;3;3;6;0;1;1;0;0;0;0;0
11;9;9401329;2020;4;16;4;3;3;6;0;1;0;0;0;0;1;0
11;7;7400927;2020;4;18;5;2;6;7;0;0;0;1;0;0;1;0
11;11;11300722;2020;4;16;4;3;5;7;0;0;1;0;0;0;1;0
11;1;1401046;2020;4;9;5;2;3;6;0;0;1;0;0;0;0;0
11;6;6200421;2020;4;17;5;3;2;6;0;0;1;0;0;0;0;0
11;9;9100203;2020;4;15;4;3;5;2;0;1;1;0;0;0;0;0
11;1;1100309;2020;4;9;5;3;5;7;0;1;0;0;0;0;1;0
11;3;3601244;2020;4;22;3;3;2;7;2;0;1;0;1;0;0;0
11;3;3601140;2020;4;13;5;3;5;2;0;0;1;0;0;0;0;0
11;9;9301025;2020;4;15;1;3;5;3;0;1;1;0;0;0;0;0
11;9;9501939;2020;4;9;5;3;6;2;0;0;1;1;0;0;0;0
11;2;2200209;2020;4;18;5;3;5;2;0;0;1;0;1;0;0;0
11;8;8200832;2020;4;16;1;2;0;1;0;0;0;0;1;0;0;0
11;8;8200726;2020;4;18;5;3;2;6;0;0;1;0;0;0;0;0
11;3;3500936;2020;4;14;5;3;0;2;0;1;0;0;0;0;1;0
11;7;7601341;2020;4;15;4;3;1;5;0;1;1;0;0;0;0;0
11;7;7400721;2020;4;17;5;2;0;1;0;1;0;0;0;0;0;0
11;2;2200209;2020;4;16;5;3;5;2;0;1;1;0;0;0;0;0
11;6;6400841;2020;4;15;4;3;2;6;0;0;1;0;0;0;0;0
11;2;2100106;2020;4;17;5;3;5;2;0;1;1;0;0;0;0;0
11;3;3400826;2020;4;16;3;3;5;2;0;1;1;0;0;0;0;0
11;7;7400826;2020;4;16;5;3;2;7;0;1;1;0;0;0;0;0
11;4;4200311;2020;4;18;7;2;5;3;0;0;1;0;0;0;0;0
11;1;1200522;2020;4;15;5;2;5;2;0;1;1;0;0;0;0;0
11;9;9200715;2020;4;15;5;3;5;2;0;0;1;0;0;0;0;0
11;7;7601442;2020;4;13;4;3;5;2;0;0;1;0;1;0;0;0
11;4;4200204;2020;4;16;6;3;5;2;0;1;1;0;0;0;0;0
11;1;1400939;2020;4;15;5;3;5;3;0;0;1;0;0;0;0;0
11;9;9200510;2020;4;10;4;3;0;2;0;1;0;0;0;0;1;0
11;2;2200212;2020;4;17;6;3;2;6;0;0;1;0;1;0;0;0
11;9;9501939;2020;4;13;4;3;5;2;0;0;1;0;1;0;0;0
11;8;8200624;2020;4;15;5;3;6;4;0;0;1;1;0;0;0;0
11;10;10200418;2020;4;12;4;3;0;1;0;0;0;0;1;0;0;0
11;4;4100101;2020;4;15;5;3;5;2;0;0;1;0;0;0;0;0
11;8;8401243;2020;4;13;5;3;0;2;0;0;0;0;1;1;0;0
11;9;9200716;2020;4;10;4;3;6;2;0;0;1;1;0;0;0;0
11;2;2300315;2020;4;13;5;3;2;6;0;0;1;0;1;0;0;0
11;1;1100312;2020;4;13;3;3;2;6;0;0;1;0;0;0;0;0
11;5;5200524;2020;4;12;5;3;5;2;0;0;1;0;0;0;0;0
11;2;2500727;2020;4;12;5;3;2;6;0;0;1;0;0;0;0;0
11;6;6200313;2020;4;17;4;3;3;6;0;1;0;0;0;0;1;0
11;1;1100311;2020;4;10;4;3;5;3;0;1;1;0;0;0;0;0
11;3;3400619;2020;4;14;6;3;1;5;0;1;1;0;0;0;0;0
11;4;4300621;2020;4;17;4;3;6;4;0;1;0;1;0;0;0;0
11;6;6200313;2020;4;18;4;3;1;5;0;1;1;0;0;0;0;0
11;3;3601451;2020;4;15;6;3;5;2;0;1;1;0;0;0;0;0
11;4;4501043;2020;4;22;4;3;0;1;2;1;0;0;0;0;0;0
