LAND;BEZ;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LOCKDOWN;COVID
11;9;9020601.0;2019;6;18;3;2;5;2;0;1;1;0;0;0;0;0;0;0
11;9;9020602.0;2019;6;10;4;3;5;3;0;1;1;0;0;0;0;0;0;0
11;1;1011203.0;2019;6;17;3;2;5;7;0;1;1;0;0;0;0;0;0;0
11;4;4010101.0;2019;6;10;4;3;2;6;0;0;1;0;0;0;1;0;0;0
11;10;10030724.0;2019;6;13;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;5;5030731.0;2019;6;15;3;3;6;2;0;0;1;1;0;0;0;0;0;0
11;6;6020411.0;2019;6;10;4;3;5;3;0;0;1;0;1;0;0;0;0;0
11;7;7040405.0;2019;6;10;4;3;0;5;0;0;1;0;0;0;0;0;0;0
11;9;9041403.0;2019;6;16;3;2;5;3;0;1;0;0;0;1;0;0;0;0
11;6;6020303.0;2019;6;16;3;3;2;6;0;0;1;0;0;1;0;0;0;0
11;1;1011306.0;2019;6;9;4;3;5;3;0;1;0;0;1;0;0;0;0;0
11;2;2020204.0;2019;6;16;3;3;2;2;0;0;1;0;0;0;0;0;0;0
11;8;8030831.0;2019;6;13;3;3;2;6;0;0;1;0;0;0;0;0;0;0
11;7;7040403.0;2019;6;16;3;3;0;2;0;1;1;0;0;0;0;0;0;0
11;3;3061126.0;2019;6;15;3;2;0;1;0;1;0;0;0;0;0;0;0;0
11;3;3040614.0;2019;6;10;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;7;7040402.0;2019;6;15;3;2;3;6;0;0;0;0;1;1;0;0;0;0
11;4;4030827.0;2019;6;15;3;3;5;2;0;0;1;0;0;0;0;0;0;0
11;2;2010104.0;2019;6;16;3;3;6;7;0;1;0;1;0;0;0;0;0;0
11;5;5020625.0;2019;6;14;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;7;7040405.0;2019;6;11;3;3;1;5;0;1;1;0;0;0;0;0;0;0
11;1;1011305.0;2019;6;8;3;3;0;5;0;0;1;0;1;0;0;0;0;0
11;4;4030623.0;2019;6;7;3;2;1;5;0;1;1;0;0;0;0;0;0;0
11;4;4030518.0;2019;6;0;3;3;1;1;2;0;1;0;0;0;0;0;0;0
11;11;11020513.0;2019;6;6;3;3;2;6;0;0;1;0;0;1;0;0;0;0
11;2;2010103.0;2019;6;18;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1011402.0;2019;6;1;3;3;0;1;2;0;0;0;0;0;1;0;0;0
11;2;2010103.0;2019;6;19;2;3;5;2;0;1;0;0;1;0;0;0;0;0
11;3;3040512.0;2019;6;3;3;3;0;1;2;0;0;0;1;0;0;0;0;0
11;4;4030931.0;2019;6;15;3;3;0;4;0;1;0;1;0;0;0;0;0;0
11;8;8010214.0;2019;6;11;2;3;2;6;0;0;1;0;0;1;0;0;0;0
11;1;1011303.0;2019;6;19;2;3;5;3;0;0;1;0;0;0;1;0;0;0
11;4;4051655.0;2019;6;9;3;3;5;3;0;1;0;0;0;0;0;0;0;0
11;4;4030827.0;2019;6;15;2;3;3;2;0;1;0;0;0;0;1;0;0;0
11;3;3061227.0;2019;6;15;3;3;6;4;0;1;0;1;0;0;0;0;0;0
11;1;1044202.0;2019;6;18;2;3;6;4;0;1;0;1;0;0;0;0;0;0
11;6;6010206.0;2019;6;18;2;3;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1011305.0;2019;6;15;3;3;2;6;0;0;1;0;0;0;0;0;0;0
11;12;12301206.0;2019;6;14;2;3;5;3;0;1;0;0;0;0;1;0;0;0
11;5;5010101.0;2019;6;16;2;3;5;3;0;1;1;0;0;0;0;0;0;0
11;8;8010404.0;2019;6;20;3;3;1;5;1;1;1;0;0;0;0;0;0;0
11;3;3030405.0;2019;6;16;2;2;5;3;0;1;0;0;0;0;0;0;0;0
11;8;8010214.0;2019;6;16;3;3;5;3;0;0;1;0;0;0;0;0;0;0
11;2;2020206.0;2019;6;20;2;3;3;6;0;0;1;0;0;0;0;0;0;0
11;1;1044101.0;2019;6;17;2;3;5;2;0;1;1;0;0;0;0;0;0;0
11;6;6020305.0;2019;6;16;3;3;5;7;0;1;0;0;0;0;0;0;0;0
11;1;1044203.0;2019;6;16;3;3;6;4;0;0;0;1;0;0;1;0;0;0
11;7;7070705.0;2019;6;18;2;3;5;5;0;1;1;0;0;0;0;0;0;0
11;10;10010207.0;2019;6;17;2;3;4;6;0;1;0;0;0;0;0;0;0;0
11;1;1022205.0;2019;6;16;3;3;0;6;0;1;0;0;0;0;1;0;0;0
11;4;4030827.0;2019;6;17;2;3;5;3;0;0;1;0;0;0;0;0;0;0
11;11;11020514.0;2019;6;15;3;3;3;6;0;1;1;0;0;0;0;0;0;0
11;1;1022104.0;2019;6;17;2;3;2;6;0;0;1;0;1;0;0;0;0;0
11;7;7010102.0;2019;6;16;2;3;3;6;0;0;1;0;1;0;0;0;0;0
11;4;4030930.0;2019;6;10;2;3;5;2;0;0;1;0;1;0;0;0;0;0
11;7;7060604.0;2019;6;14;3;3;5;2;0;0;1;0;1;0;0;0;0;0
11;7;7040401.0;2019;6;9;2;3;5;3;0;0;1;0;0;0;0;0;0;0
11;8;8020619.0;2019;6;15;3;3;5;7;0;0;1;0;0;0;1;0;0;0
11;2;2020206.0;2019;6;18;2;2;2;6;0;0;1;0;1;0;0;0;0;0
11;3;3071639.0;2019;6;15;3;3;6;4;0;0;1;1;0;0;0;0;0;0
11;1;1044202.0;2019;6;8;2;3;5;2;0;1;0;0;0;0;1;0;0;0
11;10;10030726.0;2019;6;15;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1033102.0;2019;6;17;2;2;6;4;0;0;1;1;0;0;0;0;0;0
11;7;7040403.0;2019;6;15;3;3;2;6;0;0;0;0;1;0;1;0;0;0
11;4;4030827.0;2019;6;18;2;3;2;6;0;0;1;0;0;0;0;0;0;0
11;1;1033102.0;2019;6;15;3;2;0;1;0;1;0;0;0;0;0;0;0;0
11;5;5020626.0;2019;6;18;2;3;5;3;0;0;1;0;0;0;0;0;0;0
11;9;9010302.0;2019;6;16;2;3;5;2;0;0;0;0;1;0;1;0;0;0
11;4;4030930.0;2019;6;16;3;3;6;7;0;0;1;1;0;0;0;0;0;0
11;7;7040401.0;2019;6;18;2;3;2;6;0;0;1;0;0;0;0;0;0;0
11;1;2010102.0;2019;6;11;3;3;6;4;0;0;1;1;0;0;0;0;0;0
11;12;12304314.0;2019;6;15;2;2;1;5;0;0;1;0;0;0;0;0;0;0
11;1;1011305.0;2019;6;15;2;3;5;2;0;1;1;0;0;0;0;0;0;0
11;7;7070701.0;2019;6;13;3;3;1;7;0;0;1;0;0;0;0;0;0;0
11;6;6040810.0;2019;6;15;2;3;5;2;0;0;1;0;0;0;0;0;0;0
11;7;7030303.0;2019;6;12;3;3;5;3;0;0;1;0;0;0;0;0;0;0
11;12;12214421.0;2019;6;8;2;3;5;2;0;1;1;0;0;0;0;0;0;0
11;9;9031101.0;2019;6;12;3;3;5;2;0;0;1;0;1;0;0;0;0;0
11;7;7030301.0;2019;6;10;2;3;5;2;0;0;1;0;1;0;0;0;0;0
11;2;2030302.0;2019;6;12;3;3;5;3;0;0;1;0;1;0;0;0;0;0
11;4;4030930.0;2019;6;15;2;3;5;7;0;0;1;0;0;0;0;0;0;0
11;7;7010101.0;2019;6;15;2;3;5;3;0;0;1;0;0;0;0;0;0;0
11;10;10030727.0;2019;6;12;3;3;0;7;0;0;1;0;0;0;0;0;0;0
11;12;12302108.0;2019;6;12;3;3;5;3;0;0;1;0;0;0;0;0;0;0
11;7;7040403.0;2019;6;15;2;3;2;6;0;0;1;0;0;0;1;0;0;0
11;10;10010102.0;2019;6;11;3;3;5;5;0;0;1;0;0;0;0;0;0;0
11;2;2050602.0;2019;6;6;2;3;2;7;0;0;1;0;1;0;0;0;0;0
11;9;9010301.0;2019;6;21;3;3;6;2;2;0;1;1;0;0;0;0;0;0
11;3;3050919.0;2019;6;6;2;3;5;2;0;1;0;0;0;0;1;0;0;0
11;3;3061332.0;2019;6;7;2;3;2;7;0;1;0;0;0;0;1;0;0;0
11;11;11030618.0;2019;6;19;3;3;5;3;0;1;0;0;0;0;0;0;0;0
11;2;2010103.0;2019;6;18;3;3;2;6;0;1;1;0;0;0;0;0;0;0
11;4;4030620.0;2019;6;14;2;3;5;2;0;0;1;0;0;0;0;0;0;0
11;7;7040405.0;2019;6;16;2;3;2;6;0;0;1;0;0;0;1;0;0;0
11;8;8010118.0;2019;6;19;3;3;0;6;0;0;1;0;0;0;1;0;0;0
11;6;6040810.0;2019;6;14;2;3;3;6;0;0;1;0;1;0;0;0;0;0
11;8;8010115.0;2019;6;19;3;2;6;4;0;0;1;1;0;0;0;0;0;0
11;2;2020206.0;2019;6;13;2;3;6;7;0;0;0;1;0;0;1;0;0;0
11;12;12304314.0;2019;6;12;2;3;0;2;0;0;1;0;1;0;0;0;0;0
11;4;4041342.0;2019;6;18;3;3;5;2;0;0;1;0;0;0;0;0;0;0
11;3;3010104.0;2019;6;11;2;3;3;6;0;0;1;0;0;0;0;0;0;0
11;5;5020417.0;2019;6;18;3;3;3;6;0;0;1;0;0;0;0;0;0;0
11;1;1011302.0;2019;6;23;2;2;6;2;2;0;1;1;0;0;0;0;0;0
11;12;12214527.0;2019;6;18;3;3;2;2;0;1;1;0;0;0;0;0;0;0
11;8;8010301.0;2019;6;21;2;3;3;6;2;1;1;0;0;0;0;0;0;0
11;8;8010510.0;2019;6;11;3;3;2;6;0;0;1;0;0;0;0;0;0;0
11;3;3040614.0;2019;6;11;2;3;5;3;0;1;1;0;0;0;0;0;0;0
11;11;11051331.0;2019;6;10;2;3;5;2;0;0;1;0;0;0;1;0;0;0
11;1;1022204.0;2019;6;17;3;3;5;3;0;1;0;0;0;0;0;0;0;0
11;6;6040804.0;2019;6;11;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;1;1011304.0;2019;6;21;2;2;6;4;1;0;0;1;0;0;1;0;0;0
11;9;9041301.0;2019;6;10;2;3;5;3;0;1;1;0;0;0;0;0;0;0
11;1;1011304.0;2019;6;10;3;3;2;6;0;0;1;0;0;0;0;0;0;0
11;4;4030623.0;2019;6;10;2;3;6;4;0;0;1;1;0;0;0;0;0;0
11;12;12103218.0;2019;6;17;3;3;2;6;0;0;1;0;0;0;0;0;0;0
11;7;7040403.0;2019;6;10;2;3;1;5;0;1;1;0;0;0;0;0;0;0
11;4;4051653.0;2019;6;16;3;3;2;6;0;0;1;0;1;0;0;0;0;0
11;1;1011103.0;2019;6;20;2;2;5;2;0;0;1;0;0;0;1;0;0;0
11;4;4030931.0;2019;6;10;3;3;1;5;0;1;1;0;0;0;0;0;0;0
11;4;4030620.0;2019;6;17;2;3;0;7;0;0;0;0;1;0;0;1;0;0
11;1;1033102.0;2019;6;9;3;3;5;3;0;0;1;0;0;0;0;0;0;0
11;6;6020409.0;2019;6;9;2;3;5;2;0;0;1;0;0;0;0;0;0;0
11;2;2010101.0;2019;6;9;3;3;3;6;0;1;0;0;1;0;0;0;0;0
11;5;5020522.0;2019;6;9;2;3;5;3;0;0;1;0;0;0;0;0;0;0
11;11;11041128.0;2019;6;9;2;3;6;4;0;0;0;1;1;0;0;0;0;0
11;1;1044101.0;2019;6;16;3;3;2;6;0;0;1;0;1;0;0;0;0;0
11;1;1044102.0;2019;6;9;2;2;5;2;0;1;1;0;0;0;0;0;0;0
11;12;12302212.0;2019;6;9;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;11;11040926.0;2019;6;9;2;3;5;3;0;0;1;0;1;0;0;0;0;0
11;11;11020513.0;2019;6;16;3;3;3;6;0;0;1;0;0;1;0;0;0;0
11;9;9051901.0;2019;6;8;2;2;5;2;0;1;1;0;0;0;0;0;0;0
11;10;10040830.0;2019;6;16;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;9;9020501.0;2019;6;8;2;3;0;6;0;1;0;0;0;1;0;0;0;0
11;7;7050501.0;2019;6;8;2;3;2;6;0;0;1;0;0;0;0;0;0;0
11;1;1022104.0;2019;6;9;3;3;2;6;0;0;1;0;0;0;0;0;0;0
11;1;1011306.0;2019;6;16;3;3;3;6;0;1;1;0;0;0;0;0;0;0
11;10;10030724.0;2019;6;8;2;3;5;2;0;0;1;0;0;0;0;0;0;0
11;4;4030620.0;2019;6;18;2;3;2;6;0;0;1;0;0;0;1;0;0;0
11;2;2010101.0;2019;6;9;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;4;4031032.0;2019;6;9;1;3;5;2;0;1;1;0;0;0;0;0;0;0
11;9;9041501.0;2019;6;16;3;3;1;5;0;1;1;0;0;0;1;0;0;0
11;11;11051331.0;2019;6;0;1;3;5;3;2;0;1;0;0;0;0;0;0;0
11;5;5030730.0;2019;6;1;1;2;0;1;2;0;1;0;1;0;0;0;0;0
11;1;1011102.0;2019;6;8;3;3;5;3;0;0;1;0;1;0;0;0;0;0
11;1;1044202.0;2019;6;9;1;3;2;6;0;0;1;0;0;0;1;0;0;0
11;12;12231101.0;2019;6;9;1;3;5;3;0;0;1;0;0;0;0;0;0;0
11;2;2010103.0;2019;6;8;3;3;5;2;0;1;0;0;0;0;1;0;0;0
11;9;9020701.0;2019;6;11;1;3;0;2;0;0;1;0;1;0;0;0;0;0
11;8;8010301.0;2019;6;22;1;3;1;5;1;1;1;0;0;0;0;0;0;0
11;5;5010314.0;2019;6;7;3;3;3;6;0;0;1;0;1;0;0;0;0;0
11;1;1011401.0;2019;6;21;1;2;5;3;1;0;1;0;1;0;0;0;0;0
11;1;1022106.0;2019;6;8;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1044101.0;2019;6;21;1;3;1;5;1;1;1;0;0;0;1;0;0;0
11;5;5030730.0;2019;6;6;3;3;2;2;0;0;1;0;1;0;0;0;0;0
11;1;1011301.0;2019;6;20;1;2;2;6;0;0;1;0;1;0;0;0;0;0
11;1;1033201.0;2019;6;8;3;3;5;2;0;0;1;0;0;0;1;0;0;0
11;10;10030724.0;2019;6;19;1;3;5;7;0;1;1;0;0;0;0;0;0;0
11;10;10040933.0;2019;6;19;1;3;5;3;0;0;1;0;1;0;0;0;0;0
11;9;9041301.0;2019;6;7;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;12;12301203.0;2019;6;7;3;3;5;2;0;0;1;0;1;0;0;0;0;0
11;7;7020204.0;2019;6;17;1;3;1;5;0;1;1;0;0;0;0;0;0;0
11;7;7040401.0;2019;6;17;1;3;1;5;0;1;1;0;0;0;0;0;0;0
11;3;3030711.0;2019;6;7;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;8;8010214.0;2019;6;17;1;3;0;6;0;0;1;0;1;0;0;0;0;0
11;5;5010310.0;2019;6;6;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;6;6040809.0;2019;6;14;1;3;5;3;0;0;1;0;0;0;0;0;0;0
11;1;1011201.0;2019;6;14;2;3;6;4;0;0;1;1;0;0;0;0;0;0
11;3;3020209.0;2019;6;14;1;3;5;2;0;0;1;0;0;0;0;0;0;0
11;1;1011302.0;2019;6;17;2;3;5;7;0;0;1;0;0;0;0;0;0;0
11;9;9010101.0;2019;6;14;1;3;2;7;0;1;1;0;0;0;0;0;0;0
11;6;6040703.0;2019;6;14;1;3;5;3;0;1;1;0;0;0;0;0;0;0
11;4;4020313.0;2019;6;12;2;3;5;2;0;0;1;0;1;0;0;0;0;0
11;5;5020416.0;2019;7;19;5;3;6;6;0;0;1;1;0;0;0;0;0;0
11;2;2020204.0;2019;7;19;5;2;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1044101.0;2019;7;18;5;3;6;7;0;1;0;1;0;0;0;0;0;0
11;1;1011201.0;2019;7;17;5;2;5;2;0;0;1;0;1;0;0;0;0;0
11;9;9051702.0;2019;7;17;5;2;5;3;0;1;1;0;0;0;0;0;0;0
11;8;8010118.0;2019;7;17;5;3;5;2;0;0;1;0;0;0;0;0;0;0
11;2;2030302.0;2019;7;17;5;3;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1011302.0;2019;7;16;5;2;0;4;0;1;0;1;0;0;0;0;0;0
11;4;4051551.0;2019;7;15;5;3;0;7;0;0;0;0;1;0;1;1;0;0
11;5;5020625.0;2019;7;16;5;2;6;4;0;0;1;1;0;0;0;0;0;0
11;3;3010102.0;2019;7;16;5;2;5;3;0;1;1;0;0;0;0;0;0;0
11;8;8020619.0;2019;7;14;5;2;5;3;0;0;1;0;1;0;0;0;0;0
11;10;10030727.0;2019;7;13;5;3;1;5;0;1;1;0;0;0;0;0;0;0
11;2;2050802.0;2019;7;13;5;3;1;5;0;0;1;0;1;0;1;0;0;0
11;4;4030726.0;2019;7;13;5;2;6;4;0;0;1;1;0;0;0;0;0;0
11;9;9020701.0;2019;7;12;5;3;5;3;0;0;0;0;0;1;1;0;0;0
11;8;8020622.0;2019;7;9;5;3;2;6;0;0;1;0;0;0;0;0;0;0
11;2;2040701.0;2019;7;8;5;2;5;3;0;1;1;0;0;0;0;0;0;0
11;1;1044201.0;2019;7;7;5;3;6;4;0;0;0;1;0;1;0;0;0;0
11;1;1011306.0;2019;7;7;5;3;5;2;0;1;1;0;0;0;0;0;0;0
11;4;4031032.0;2019;7;7;5;3;5;3;0;1;1;0;0;0;0;0;0;0
11;5;5020523.0;2019;7;7;5;3;2;6;0;0;1;0;0;0;0;0;0;0
11;1;1011202.0;2019;7;7;5;3;3;6;0;1;1;0;0;0;0;0;0;0
11;11;11030720.0;2019;7;1;5;3;6;4;2;0;1;1;0;0;0;0;0;0
11;4;4030623.0;2019;7;9;4;3;6;7;0;1;0;0;0;0;1;0;0;0
11;3;3071537.0;2019;7;22;4;3;0;3;2;0;1;0;1;0;0;0;0;0
11;3;3010101.0;2019;7;20;4;3;6;7;0;1;0;1;0;0;0;0;0;0
11;2;2030401.0;2019;7;19;4;2;5;3;0;1;1;0;0;0;0;0;0;0
11;1;1011204.0;2019;7;17;4;3;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1011305.0;2019;7;17;4;3;5;2;0;1;1;0;0;0;0;0;0;0
11;6;6040701.0;2019;7;16;4;3;9;1;0;0;1;0;0;0;0;0;0;0
11;8;8020619.0;2019;7;16;4;3;1;1;0;0;1;0;1;0;0;0;0;0
11;2;2040701.0;2019;7;16;4;3;3;6;0;1;1;0;0;0;0;0;0;0
11;4;4020209.0;2019;7;15;4;2;0;1;0;1;0;0;0;0;0;0;0;0
11;10;10010308.0;2019;7;14;4;3;5;2;0;1;0;0;0;0;1;0;0;0
11;5;5010206.0;2019;7;23;4;2;7;7;2;0;0;0;0;0;1;0;0;0
11;7;7040405.0;2019;7;22;4;3;0;3;2;0;1;0;0;0;1;0;0;0
11;4;4030929.0;2019;7;20;4;3;1;5;0;0;1;0;0;0;1;0;0;0
11;1;1022104.0;2019;7;13;4;3;1;7;0;0;1;0;1;0;0;0;0;0
11;8;8030831.0;2019;7;13;4;3;0;2;0;0;0;0;1;0;1;0;0;0
11;9;9041601.0;2019;7;9;4;3;2;6;0;1;0;0;0;0;0;0;0;0
11;7;7040405.0;2019;7;12;4;3;5;7;0;0;1;0;1;0;0;0;0;0
11;2;2010103.0;2019;7;11;4;3;2;6;0;0;1;0;0;0;0;0;0;0
11;4;4030931.0;2019;7;11;4;3;5;5;0;1;1;0;0;0;0;0;0;0
11;1;1011201.0;2019;7;10;4;3;5;2;0;1;1;0;0;0;0;0;0;0
11;1;1033102.0;2019;7;7;4;3;1;5;0;1;1;0;0;0;0;0;0;0
11;2;2010101.0;2019;7;9;4;3;6;7;0;1;0;1;0;0;0;0;0;0
11;1;1033203.0;2019;7;9;4;3;5;3;0;1;0;0;0;1;0;0;0;0
11;9;9010202.0;2019;7;9;4;3;0;1;0;1;0;0;0;0;0;0;0;0
11;5;5010103.0;2019;7;9;4;3;0;3;0;0;1;0;1;0;0;0;0;0
11;12;12103219.0;2019;7;16;4;3;9;1;0;0;1;0;0;0;0;0;0;0
11;11;11020514.0;2019;7;9;4;3;5;2;0;1;1;0;0;0;0;0;0;0
11;12;12103220.0;2019;7;15;4;2;1;7;0;0;1;0;0;0;1;0;0;0
11;4;4030726.0;2019;7;15;4;3;0;1;0;0;0;0;1;0;0;0;0;0
11;11;11030721.0;2019;7;15;4;3;1;5;0;1;1;0;0;0;0;0;0;0
11;10;10010206.0;2019;7;15;4;2;5;2;0;0;0;0;1;0;1;0;0;0
11;5;5010207.0;2019;7;15;4;3;0;2;0;1;1;0;0;0;0;0;0;0
11;4;4030930.0;2019;7;14;4;3;2;7;0;0;1;0;0;0;0;0;0;0
11;4;4030931.0;2019;7;14;4;3;5;2;0;1;1;0;0;0;0;0;0;0
11;9;9030901.0;2019;7;8;4;3;5;2;0;1;1;0;0;0;0;0;0;0
11;3;3020307.0;2019;7;7;4;3;0;1;0;1;0;0;0;0;0;0;0;0
11;9;9020701.0;2019;7;7;4;3;5;3;0;1;0;0;1;0;0;0;0;0
11;4;5030832.0;2019;7;0;4;3;7;7;2;0;1;0;0;0;0;0;0;0
11;6;6030504.0;2019;7;14;4;3;5;3;0;1;1;0;0;0;0;0;0;0
11;7;7040404.0;2019;7;14;4;2;2;6;0;0;1;0;0;0;1;0;0;0
11;9;9010302.0;2019;7;13;4;3;4;6;0;0;1;0;0;0;0;0;0;0
11;2;2040503.0;2019;7;15;4;3;3;6;0;1;1;0;0;0;0;0;0;0
11;1;1011301.0;2019;7;13;4;3;1;5;0;1;1;0;0;0;0;0;0;0
11;4;4030827.0;2019;7;13;4;3;5;7;0;1;1;0;0;0;0;0;0;0
11;4;4030827.0;2019;7;12;4;3;3;6;0;1;1;0;0;0;0;0;0;0
11;1;1033201.0;2019;7;19;3;3;0;6;0;0;1;0;1;0;0;0;0;0
11;8;8010404.0;2019;7;13;3;3;0;6;0;0;1;0;0;0;1;0;0;0
11;4;4051446.0;2019;7;8;3;3;0;7;0;1;0;0;0;0;0;1;0;0
11;11;11051331.0;2019;7;19;3;3;5;3;0;1;0;0;0;0;1;0;0;0
11;7;7010102.0;2019;7;22;3;3;0;7;2;0;0;0;1;0;0;0;0;0
11;4;4030623.0;2019;7;15;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;3;3061126.0;2019;7;15;3;3;2;6;0;0;1;0;1;0;0;0;0;0
11;9;9030901.0;2019;7;14;3;3;5;2;0;0;1;0;0;0;1;0;0;0
11;1;1011105.0;2019;7;16;3;3;2;2;0;0;1;0;0;0;0;0;0;0
11;7;7010102.0;2019;7;14;3;2;5;7;0;0;1;0;1;0;0;0;0;0
11;4;4051448.0;2019;7;14;3;3;6;7;0;1;0;1;0;0;0;0;0;0
11;2;2020204.0;2019;7;22;3;3;2;6;2;0;1;0;1;0;0;0;0;0
11;4;4030724.0;2019;7;21;3;3;5;2;0;0;1;0;1;0;0;0;0;0
11;5;5010207.0;2019;7;20;3;3;2;6;1;0;1;0;0;0;0;0;0;0
11;1;1033101.0;2019;7;13;3;2;5;7;0;0;1;0;1;0;0;0;0;0
11;4;4051448.0;2019;7;12;3;3;2;6;0;0;1;0;1;0;0;0;0;0
11;1;1011301.0;2019;7;19;3;3;3;6;0;1;0;1;0;0;1;0;0;0
11;6;6040703.0;2019;7;18;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;7;7010104.0;2019;7;18;3;2;0;7;0;1;0;1;0;0;0;0;0;0
11;2;2040701.0;2019;7;12;3;3;6;4;0;1;0;1;0;0;0;0;0;0
11;2;2020206.0;2019;7;18;3;3;0;6;0;0;0;0;0;0;1;0;0;0
11;8;8020728.0;2019;7;17;3;3;0;3;0;1;1;0;0;0;0;0;0;0
11;9;9020601.0;2019;7;17;3;3;0;1;0;1;1;0;0;0;0;0;0;0
11;7;7040405.0;2019;7;17;3;3;2;6;0;0;1;0;1;0;0;0;0;0
11;6;6040807.0;2019;7;17;3;2;1;5;0;1;0;0;0;0;1;0;0;0
11;4;4041240.0;2019;7;17;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;11;11020514.0;2019;7;15;3;3;6;4;0;1;0;1;0;0;0;0;0;0
11;11;11051331.0;2019;7;10;3;3;5;3;0;0;1;0;0;0;0;0;0;0
11;2;2050803.0;2019;7;16;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;8;8030829.0;2019;7;16;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;1;1033102.0;2019;7;16;3;3;1;5;0;1;1;0;0;0;0;0;0;0
11;1;1044103.0;2019;7;16;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;9;9020502.0;2019;7;15;3;3;5;2;0;0;1;0;0;0;1;0;0;0
11;11;11030721.0;2019;7;15;3;2;2;6;0;0;1;0;0;0;0;0;0;0
11;5;5010314.0;2019;7;15;3;3;6;4;0;0;1;1;0;0;0;0;0;0
11;7;7060604.0;2019;7;10;3;2;5;2;0;0;1;0;0;0;0;0;0;0
11;4;4051446.0;2019;7;10;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;8;8020625.0;2019;7;10;3;3;5;2;0;1;1;0;0;0;0;0;0;0
11;12;12103220.0;2019;7;7;4;2;2;6;0;1;1;0;0;0;0;0;0;0
11;1;1011104.0;2019;7;9;3;3;5;7;0;1;1;0;0;0;0;0;0;0
11;7;7040403.0;2019;7;9;3;3;5;2;0;0;1;0;1;0;0;0;0;0
11;4;4041137.0;2019;7;16;4;3;6;4;0;0;1;1;0;0;0;0;0;0
11;10;10030726.0;2019;7;7;4;2;5;3;0;1;1;0;0;0;0;0;0;0
11;9;9010401.0;2019;7;6;3;3;5;2;0;0;1;0;0;0;0;0;0;0
11;1;1044201.0;2019;7;6;3;3;2;2;0;0;1;0;0;0;0;0;0;0
11;4;4030929.0;2019;7;16;4;3;2;6;0;0;1;0;0;0;0;0;0;0
11;12;12214126.0;2019;7;6;3;3;5;3;0;1;1;0;0;0;0;0;0;0
11;4;4030623.0;2019;7;18;4;3;5;3;0;0;1;0;0;0;0;0;0;0
11;1;1044103.0;2019;7;4;3;2;5;3;1;0;1;0;0;0;0;0;0;0
11;10;11020516.0;2019;7;1;3;3;5;2;2;0;1;0;0;0;1;0;0;0
11;6;6010102.0;2019;7;16;4;3;6;4;0;0;1;1;0;0;0;0;0;0
11;8;8020625.0;2019;7;0;3;2;6;4;2;0;1;1;0;0;0;0;0;0
11;8;8010117.0;2019;7;15;4;2;5;2;0;1;1;0;0;0;0;0;0;0
11;7;7030301.0;2019;7;6;3;3;5;3;0;0;0;0;0;0;1;0;0;0
11;6;6030504.0;2019;7;8;4;3;0;1;0;0;0;0;1;0;0;0;0;0
11;4;4020310.0;2019;7;9;4;3;2;6;0;0;1;0;0;0;0;0;0;0
11;1;1011204.0;2019;7;15;2;3;6;4;0;1;0;1;0;0;0;0;0;0
11;7;7040405.0;2019;7;18;2;3;0;7;0;1;1;0;0;0;0;0;0;0
11;12;12302108.0;2019;7;0;4;2;0;1;2;0;1;0;0;0;0;0;0;0
11;4;4030931.0;2019;7;11;2;3;5;3;0;0;0;0;1;1;0;0;0;0
11;1;1044201.0;2019;7;0;4;3;5;2;2;0;0;0;0;0;1;0;0;0
11;8;8020727.0;2019;7;15;2;3;6;4;0;0;1;1;0;0;0;0;0;0
11;1;1033203.0;2019;7;19;4;3;6;4;0;1;0;1;0;0;0;0;0;0
11;7;7030303.0;2019;7;21;2;3;0;1;0;0;0;0;1;0;0;0;0;0
11;1;1022106.0;2019;7;8;4;3;6;7;0;0;1;1;0;0;0;0;0;0
11;2;2040703.0;2019;7;19;2;2;5;2;0;1;1;0;0;0;0;0;0;0
