LAND;BEZ;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LOCKDOWN;COVID
11;3;3501037.0;2021;11;17;1;3;2;6;1;0;1;0;0;0;0;1;0;2
11;4;4300619.0;2021;11;15;4;3;5;2;0;1;1;0;0;0;0;0;0;2
11;9;9301025.0;2021;11;13;7;3;2;6;0;1;1;0;0;0;0;0;0;2
11;3;3400721.0;2021;10;11;7;2;1;5;0;1;1;0;0;0;0;0;0;1
11;5;5300736.0;2021;10;14;7;3;4;6;0;1;0;0;0;0;0;0;0;1
11;4;4500939.0;2021;11;19;5;3;1;5;2;1;1;0;0;0;0;1;0;2
11;1;1200628.0;2021;11;6;6;3;0;7;1;0;1;0;0;0;1;1;0;2
11;11;11300721.0;2021;10;13;1;3;1;5;0;1;1;0;0;0;0;0;0;1
11;3;3400620.0;2021;10;16;4;3;5;3;0;1;1;0;0;0;0;1;0;1
11;1;1100415.0;2021;11;11;5;3;2;2;0;0;0;0;1;1;0;0;0;2
11;11;11400931.0;2021;11;23;3;3;1;5;2;0;1;0;0;0;0;1;0;2
11;8;8100415.0;2021;10;14;5;3;5;3;0;1;1;0;0;0;0;0;0;1
11;2;2500833.0;2021;10;9;5;3;0;1;0;0;0;0;1;0;0;1;0;1
11;10;10100209.0;2021;10;4;2;3;5;3;2;0;1;0;0;0;0;1;0;1
11;7;7300619.0;2021;11;10;6;3;6;4;0;0;0;1;0;0;1;0;0;2
11;8;8100105.0;2021;11;17;1;3;2;6;2;0;1;0;0;0;0;1;0;2
11;1;1401048.0;2021;11;13;5;3;2;6;0;0;0;0;0;0;1;1;0;2
11;10;10400941.0;2021;11;15;2;3;5;3;0;0;1;0;0;0;1;0;0;2
11;2;2100106.0;2021;10;15;7;3;5;3;0;0;1;0;0;0;1;0;0;1
11;4;4200308.0;2021;10;12;5;3;5;2;0;1;1;0;0;0;0;0;0;1
11;11;11401032.0;2021;10;6;2;3;5;3;2;1;1;0;0;0;0;2;0;1
11;12;12601235.0;2021;11;6;2;3;5;2;0;1;1;0;0;0;0;0;0;2
11;11;11100204.0;2021;11;11;5;2;5;3;0;0;1;0;0;0;1;0;0;2
11;2;2100102.0;2021;11;11;7;2;5;2;0;1;1;0;0;0;0;0;0;2
11;4;4300622.0;2021;10;19;3;3;1;1;2;0;1;0;0;0;0;0;0;1
11;1;1200623.0;2021;10;1;5;3;1;5;2;1;1;0;0;0;0;0;0;1
11;5;5100208.0;2021;11;17;6;2;5;3;1;0;1;0;1;0;1;0;0;2
11;2;2100104.0;2021;10;20;5;3;5;3;2;1;1;0;0;0;0;0;0;1
11;9;9501838.0;2021;10;15;4;3;2;6;0;0;1;0;0;0;0;1;0;1
11;5;5100101.0;2021;10;10;7;3;2;6;0;0;1;0;0;0;0;1;0;1
11;6;6300632.0;2021;10;8;5;3;5;3;0;0;1;0;0;0;0;0;0;1
11;2;2400623.0;2021;11;13;2;2;5;3;0;1;1;0;0;0;0;0;0;2
11;8;8200831.0;2021;11;16;5;3;2;6;2;0;1;0;0;0;0;1;0;2
11;2;2500833.0;2021;11;22;4;3;1;5;2;1;1;0;0;0;0;1;0;2
11;11;11100101.0;2021;10;13;7;2;3;6;0;0;1;0;1;0;0;0;0;1
11;1;1300834.0;2021;10;8;5;3;2;6;0;0;1;0;0;0;0;0;0;1
11;9;9300920.0;2021;10;14;3;2;5;3;0;0;1;0;1;0;0;0;0;1
11;8;8200730.0;2021;11;15;3;3;5;7;0;0;1;0;0;0;1;0;0;2
11;3;3601245.0;2021;11;10;6;3;0;7;0;1;0;0;0;0;0;1;0;2
11;11;11100204.0;2021;11;14;2;3;6;4;0;0;0;1;0;0;1;0;0;2
11;1;1100101.0;2021;10;9;2;3;0;1;0;1;0;0;0;0;0;0;0;1
11;9;9301228.0;2021;10;7;4;3;8;1;0;0;1;0;0;0;0;1;0;1
11;4;4501152.0;2021;10;18;2;3;0;1;1;0;0;0;0;0;1;0;0;1
11;7;7601237.0;2021;11;14;7;3;6;4;0;0;1;1;0;0;0;1;0;2
11;1;1200520.0;2021;11;18;2;3;2;2;2;0;1;0;1;0;0;1;0;2
11;5;5300737.0;2021;11;21;3;3;8;7;2;0;1;0;0;0;0;0;0;2
11;1;1100101.0;2021;11;9;6;3;2;6;0;0;1;0;0;0;1;1;0;2
11;8;8401244.0;2021;10;18;6;2;5;2;1;0;1;0;1;0;0;0;0;1
11;8;8200832.0;2021;10;12;1;3;5;5;0;0;1;0;1;0;0;0;0;1
11;10;10300734.0;2021;10;12;7;3;0;7;0;0;1;0;0;0;0;0;0;1
11;3;3601243.0;2021;11;9;3;3;4;6;0;1;1;0;0;0;0;1;0;2
11;3;3400830.0;2021;11;12;5;3;5;3;0;1;1;0;0;0;0;0;0;2
11;7;7400823.0;2021;10;9;7;3;5;3;0;0;1;0;0;0;1;0;0;1
11;3;3501038.0;2021;10;22;6;3;6;4;2;0;0;1;0;0;1;0;0;1
11;9;9300920.0;2021;10;12;3;3;0;2;0;0;1;0;1;0;0;0;0;1
11;1;1401046.0;2021;10;8;4;3;5;2;0;1;1;0;0;0;0;0;0;1
11;2;2500726.0;2021;10;19;2;3;1;5;1;1;1;0;0;0;0;1;0;1
11;8;8401241.0;2021;11;10;3;3;5;3;0;0;1;0;1;0;0;1;0;2
11;1;1300834.0;2021;10;6;4;3;6;4;1;0;0;1;1;0;0;1;0;1
11;1;1100310.0;2021;10;9;4;3;6;7;0;0;0;1;0;0;1;0;0;1
11;5;5200527.0;2021;11;17;6;2;6;4;1;0;1;1;0;0;0;0;0;2
11;9;9200512.0;2021;11;10;1;2;5;2;0;0;1;0;0;0;1;1;0;2
11;4;4300412.0;2021;11;14;4;3;5;3;0;1;1;0;0;0;0;0;0;2
11;11;11400927.0;2021;11;1;1;3;0;1;2;1;0;0;0;0;0;0;0;2
11;6;6200313.0;2021;10;15;4;2;6;4;0;0;1;1;0;0;0;0;0;1
11;10;10400835.0;2021;10;16;2;3;5;2;0;1;1;0;0;0;0;0;0;1
11;1;1200517.0;2021;10;19;1;3;5;3;2;0;1;0;0;0;0;0;0;1
11;12;12500930.0;2021;11;7;4;3;1;5;0;0;1;0;0;0;1;0;0;2
11;3;3601142.0;2021;11;9;6;3;6;4;0;0;1;1;0;0;0;1;0;2
11;1;1100103.0;2021;10;9;2;3;5;2;0;0;1;0;0;0;0;1;0;1
11;1;1100308.0;2021;10;12;4;3;5;3;0;1;0;0;0;0;1;1;0;1
11;4;4100101.0;2021;11;16;5;3;6;4;2;0;1;1;0;0;0;1;0;2
11;2;2100106.0;2021;11;14;4;2;0;3;0;0;1;0;1;0;0;1;0;2
11;8;8100314.0;2021;10;9;5;2;6;2;0;0;0;1;1;0;0;0;0;1
11;9;9100101.0;2021;10;6;5;2;6;4;2;1;0;1;0;0;0;1;0;1
11;1;1100102.0;2021;10;11;6;2;0;1;0;0;0;0;1;0;0;0;0;1
11;1;1300836.0;2021;11;19;2;3;1;5;1;1;1;0;0;0;0;0;0;2
11;4;4300518.0;2021;11;17;5;3;6;2;2;0;1;1;0;0;0;1;0;2
11;1;1100102.0;2021;11;7;2;3;0;2;1;1;1;0;0;0;0;1;0;2
11;11;11400931.0;2021;10;17;7;3;5;7;0;1;1;0;0;0;0;0;0;1
11;7;7200413.0;2021;10;8;5;3;5;3;0;1;1;0;0;0;0;0;0;1
11;2;2400624.0;2021;10;8;3;2;0;2;0;0;1;0;1;0;0;1;0;1
11;4;4501044.0;2021;11;17;2;3;6;7;2;0;1;1;0;0;0;1;0;2
11;2;2100103.0;2021;11;19;5;3;0;4;2;0;0;1;1;0;0;1;0;2
11;12;12400616.0;2021;11;10;7;3;5;3;0;0;1;0;0;0;0;1;0;2
11;1;1100415.0;2021;10;10;3;3;6;4;0;0;1;1;0;0;0;1;0;1
11;8;8100209.0;2021;11;13;5;3;5;3;0;1;1;0;0;0;0;0;0;2
11;10;10100315.0;2021;10;19;5;2;6;4;2;0;0;1;0;0;1;0;0;1
11;6;6200313.0;2021;10;18;6;3;6;2;1;0;1;1;0;0;0;1;0;1
11;4;4300412.0;2021;10;16;6;3;2;6;0;0;1;0;0;0;0;1;0;1
11;2;2300316.0;2021;10;20;6;3;5;2;2;1;1;0;0;0;0;0;0;1
11;4;4501043.0;2021;11;16;3;3;0;1;0;0;0;0;1;0;0;0;0;2
11;2;2300417.0;2021;11;18;5;3;8;1;2;0;1;0;0;0;0;1;0;2
11;5;5200629.0;2021;11;17;4;3;5;3;2;0;1;0;1;0;0;0;0;2
11;5;5100104.0;2021;10;18;1;3;2;7;0;1;0;0;1;0;0;0;0;1
11;1;1100308.0;2021;11;8;4;3;5;2;0;1;1;0;0;0;0;1;0;2
11;1;1100308.0;2021;10;16;5;3;3;6;0;0;1;0;0;0;1;0;0;1
11;1;1100103.0;2021;10;14;5;3;2;6;0;0;1;0;0;0;0;1;0;1
11;1;1100310.0;2021;10;12;6;3;2;6;0;1;0;0;0;0;0;0;0;1
11;11;11200410.0;2021;11;9;2;3;2;6;0;0;1;0;0;0;1;1;0;2
11;5;5100316.0;2021;11;18;5;3;5;2;2;0;1;0;0;0;1;1;0;2
11;4;4500939.0;2021;11;10;2;3;5;3;0;1;1;0;0;0;0;0;0;2
11;9;9401330.0;2021;10;17;7;3;0;1;0;1;0;0;0;0;0;0;0;1
11;1;1200520.0;2021;10;11;5;3;6;4;0;0;1;1;0;0;0;0;0;1
11;5;5300840.0;2021;10;7;2;3;5;3;0;0;1;0;1;0;0;0;0;1
11;9;9100304.0;2021;11;10;2;2;6;4;0;0;0;1;1;0;0;0;0;2
11;11;11300616.0;2021;11;12;5;3;5;3;0;1;1;0;0;0;0;1;0;2
11;9;9501940.0;2021;11;21;7;3;5;2;2;0;1;0;0;0;0;0;0;2
11;10;10100311.0;2021;10;9;3;3;5;2;0;0;0;0;0;1;1;1;0;1
11;4;4300622.0;2021;10;17;5;3;1;3;0;0;1;0;0;0;0;1;0;1
11;6;6100207.0;2021;11;15;7;3;5;3;2;0;1;0;0;0;1;1;0;2
11;1;1200522.0;2021;10;8;6;3;1;5;0;1;0;0;0;1;0;0;0;1
11;2;2100102.0;2021;10;18;6;3;3;2;1;0;0;0;0;0;1;1;0;1
11;10;10400939.0;2021;10;16;6;3;5;3;0;0;1;0;0;0;1;1;0;1
11;4;4501040.0;2021;10;17;7;3;5;3;0;0;1;0;1;0;0;0;0;1
11;2;2300316.0;2021;11;7;3;3;5;3;0;1;1;0;0;0;0;1;0;2
11;11;11300620.0;2021;11;6;6;1;6;4;2;0;0;1;0;0;1;1;0;2
11;5;5100211.0;2021;11;16;4;3;5;2;1;0;1;0;0;0;0;0;0;2
11;3;3601451.0;2021;10;12;1;2;6;4;0;0;0;1;1;0;0;0;0;1
11;3;3601346.0;2021;10;16;5;3;0;1;0;1;0;0;0;0;0;0;0;1
11;9;9100407.0;2021;10;16;3;3;6;4;0;0;0;1;0;0;1;1;0;1
11;8;8100104.0;2021;11;19;6;3;2;6;1;0;1;0;0;0;1;0;0;2
11;3;3500933.0;2021;11;20;2;2;6;7;2;0;1;1;0;0;0;0;0;2
11;2;2400521.0;2021;10;9;3;3;2;7;0;0;1;0;0;0;1;0;0;1
11;2;2200213.0;2021;11;20;7;3;5;2;2;0;1;1;0;0;0;1;0;2
11;12;12500926.0;2021;11;12;1;2;5;3;0;1;1;0;0;0;0;1;0;2
11;1;1401048.0;2021;11;16;4;3;5;3;0;0;1;0;0;0;0;0;0;2
11;6;6300524.0;2021;11;16;6;3;5;2;0;1;1;0;0;0;0;0;0;2
11;8;8100314.0;2021;10;11;6;3;1;5;0;1;0;0;0;1;0;0;0;1
11;3;3300413.0;2021;10;11;7;2;5;3;0;0;1;0;1;0;0;0;0;1
11;4;4300416.0;2021;10;18;7;3;5;2;1;1;1;0;0;0;0;0;0;1
11;4;4501042.0;2021;11;18;3;3;2;6;2;0;1;0;0;0;0;0;0;2
11;10;10100311.0;2021;11;18;5;3;6;4;1;0;1;1;0;0;0;1;0;2
11;3;3601142.0;2021;10;12;7;3;5;3;0;0;1;0;0;0;0;0;0;1
11;7;7601546.0;2021;10;14;6;3;5;2;0;0;1;0;0;0;0;0;0;1
11;11;11300721.0;2021;10;15;3;3;2;6;0;0;1;0;0;1;0;0;0;1
11;11;11200410.0;2021;10;4;4;2;5;2;2;0;1;0;1;0;0;0;0;1
11;1;1100415.0;2021;10;8;3;3;0;1;0;1;0;0;0;0;0;1;0;1
11;2;2100105.0;2021;11;17;5;3;3;6;2;1;1;0;0;0;0;1;0;2
11;8;8100312.0;2021;11;18;3;3;5;3;2;1;1;0;0;0;0;1;0;2
11;5;5200527.0;2021;10;7;4;3;5;2;0;1;1;0;0;0;0;1;0;1
11;2;2500834.0;2021;10;18;4;3;1;5;0;0;1;0;0;0;0;0;0;1
11;8;8401242.0;2021;11;23;6;3;2;6;2;0;1;0;0;0;0;0;0;2
11;9;9200717.0;2021;11;16;7;3;3;7;1;0;1;0;0;0;0;0;0;2
11;7;7601340.0;2021;11;15;4;3;5;2;0;1;0;0;0;1;0;0;0;2
11;12;12100101.0;2021;11;21;1;3;5;3;2;0;1;0;0;0;0;0;0;2
11;8;8401243.0;2021;10;8;7;2;5;2;0;0;1;0;0;0;0;0;0;1
11;2;2500728.0;2021;10;17;4;3;5;3;1;0;1;0;0;0;0;0;0;1
11;4;4300517.0;2021;10;5;1;3;8;1;2;0;1;0;0;0;0;0;0;1
11;5;5200423.0;2021;10;20;1;3;2;6;2;0;1;0;0;0;0;0;0;1
11;5;5200423.0;2021;11;15;5;3;2;2;0;0;1;0;0;0;0;0;0;2
11;10;10100311.0;2021;11;15;6;3;5;2;0;0;1;0;0;0;0;0;0;2
11;2;2200210.0;2021;10;18;7;3;2;2;1;0;1;0;0;0;0;0;0;1
11;3;3400723.0;2021;10;18;5;3;6;2;2;0;1;1;0;0;0;1;0;1
11;3;3400829.0;2021;11;18;5;2;5;2;2;1;0;0;0;0;0;0;0;2
11;1;1401045.0;2021;11;5;3;3;2;6;2;0;1;0;0;0;0;1;0;2
11;4;4300622.0;2021;10;14;5;3;5;2;0;1;1;0;0;0;0;0;0;1
11;10;10400941.0;2021;10;14;5;3;5;3;0;1;1;0;0;0;0;1;0;1
11;3;3100101.0;2021;10;15;5;3;2;6;0;1;1;0;0;0;0;0;0;1
11;1;1200624.0;2021;11;7;2;3;2;6;0;0;1;0;0;0;0;1;0;2
11;7;7300517.0;2021;11;16;5;3;1;5;1;1;1;0;0;0;0;1;0;2
11;7;7601340.0;2021;11;12;3;3;5;7;0;0;1;0;0;1;0;0;0;2
11;11;11300722.0;2021;10;12;2;3;5;7;0;0;1;0;0;0;1;0;0;1
11;12;12500930.0;2021;10;8;5;3;5;2;0;0;1;0;1;0;0;0;0;1
11;11;11300620.0;2021;10;7;3;3;6;4;0;0;1;1;0;0;0;0;0;1
11;4;4200204.0;2021;11;16;3;3;2;7;1;0;1;0;0;0;0;0;0;2
11;10;10200423.0;2021;11;12;5;3;5;3;0;1;1;0;0;0;0;0;0;2
11;3;3400619.0;2021;11;16;1;3;5;3;1;0;1;0;0;0;0;1;0;2
11;1;1100101.0;2021;10;8;2;3;6;4;0;1;0;1;0;0;0;0;0;1
11;2;2400521.0;2021;10;19;2;3;5;3;1;0;1;0;0;0;1;0;0;1
11;1;2100101.0;2021;11;16;7;3;6;4;2;0;1;1;0;0;0;1;0;2
11;6;6400843.0;2021;10;18;5;3;6;2;1;0;1;1;0;0;0;0;0;1
11;4;4300619.0;2021;10;0;7;2;8;1;2;0;1;0;0;0;0;0;0;1
11;12;12500928.0;2021;10;20;6;3;0;3;2;0;1;0;1;0;0;1;0;1
11;1;1200629.0;2021;10;15;6;3;6;4;0;1;0;1;0;0;0;0;0;1
11;5;5100316.0;2021;11;15;2;3;5;2;0;0;1;0;0;0;0;1;0;2
11;4;4300416.0;2021;11;7;6;3;1;5;0;1;1;0;0;0;0;1;0;2
11;9;9200510.0;2021;11;17;4;3;6;4;2;0;0;1;0;0;1;0;0;2
11;4;4501042.0;2021;10;0;6;3;0;1;2;1;0;0;0;0;0;0;0;1
11;11;11300721.0;2021;10;10;3;3;5;3;0;0;1;0;0;0;0;0;0;1
11;8;8100312.0;2021;10;19;3;3;1;5;2;1;1;0;0;0;0;1;0;1
11;12;12500929.0;2021;11;12;3;3;5;3;0;0;1;0;1;0;0;1;0;2
11;4;4501044.0;2021;10;7;3;3;1;5;1;1;1;0;0;0;0;1;0;1
11;1;1300732.0;2021;10;13;4;3;4;1;0;0;1;0;1;0;0;0;0;1
11;1;1100313.0;2021;11;12;1;3;5;3;0;0;1;0;0;0;0;1;0;2
11;7;7601236.0;2021;11;6;2;2;5;5;2;0;1;0;1;0;0;1;0;2
11;3;3300514.0;2021;11;14;4;3;8;1;0;0;1;0;0;0;0;0;0;2
11;5;5200629.0;2021;11;15;7;3;6;4;0;0;1;1;0;0;0;0;0;2
11;1;1100206.0;2021;10;9;7;3;5;3;0;1;1;0;0;0;0;0;0;1
11;12;12500926.0;2021;10;10;7;2;5;2;0;0;1;0;0;0;0;0;0;1
11;3;3601142.0;2021;11;15;3;3;0;6;0;1;0;0;0;0;1;0;0;2
11;10;10100315.0;2021;11;13;5;3;5;3;0;0;1;0;0;0;0;0;0;2
11;4;4100101.0;2021;10;20;7;3;0;7;2;1;0;0;0;0;0;0;0;1
11;6;6400840.0;2021;10;9;4;3;1;5;0;0;1;0;0;0;0;0;0;1
11;1;1100207.0;2021;10;8;3;2;5;3;0;0;1;0;0;0;1;1;0;1
11;6;6200421.0;2021;11;16;4;3;5;2;2;1;1;0;0;0;0;1;0;2
11;4;4100101.0;2021;11;20;3;2;5;2;2;0;1;0;0;0;0;1;0;2
11;4;4200311.0;2021;10;16;4;3;3;6;0;0;1;0;0;1;0;0;0;1
11;7;7400822.0;2021;10;14;3;3;2;6;0;0;1;0;0;0;0;0;0;1
11;2;2200213.0;2021;10;13;4;3;1;5;0;1;1;0;0;0;0;0;0;1
11;7;7400720.0;2021;11;10;2;3;6;2;0;0;1;1;0;0;0;0;0;2
11;6;6200311.0;2021;10;7;3;3;6;2;2;0;1;1;0;0;0;1;0;1
11;12;12200412.0;2021;11;4;7;2;1;5;2;1;1;0;0;0;0;0;0;2
11;4;4300622.0;2021;11;13;2;3;5;2;0;1;1;0;0;0;0;1;0;2
11;8;8200832.0;2021;11;6;3;3;2;6;2;0;1;0;0;0;0;1;0;2
11;8;8401243.0;2021;11;8;6;3;2;6;0;1;1;0;0;0;0;0;0;2
11;8;8100102.0;2021;10;2;7;3;0;1;2;0;0;0;0;0;1;0;0;1
11;7;7601442.0;2021;10;11;7;3;5;3;0;0;1;0;0;0;1;0;0;1
11;11;11300721.0;2021;11;10;3;3;0;2;0;1;1;0;0;0;0;1;0;2
11;1;1100308.0;2021;11;18;5;3;5;7;2;0;1;0;0;0;1;1;0;2
11;1;1300733.0;2021;10;14;7;2;6;7;0;0;0;1;0;0;1;0;0;1
11;10;10200526.0;2021;10;15;6;3;6;2;0;0;1;1;0;0;0;0;0;1
11;7;7100103.0;2021;10;21;3;3;0;7;2;1;0;0;0;0;0;1;0;1
11;9;9200717.0;2021;10;6;3;2;6;4;2;0;1;1;0;0;0;1;0;1
11;2;2300314.0;2021;11;19;4;3;0;6;2;0;1;0;1;0;0;1;0;2
11;6;6100103.0;2021;11;20;3;3;0;7;2;0;0;0;0;0;1;1;0;2
11;7;7601238.0;2021;10;11;4;2;5;2;0;0;1;0;1;0;0;0;0;1
11;4;4100101.0;2021;10;9;6;3;2;6;0;0;1;0;0;0;1;1;0;1
11;3;3200207.0;2021;11;21;6;2;2;6;2;0;1;0;0;0;0;0;0;2
11;2;2100102.0;2021;11;10;7;3;5;2;0;0;1;0;0;0;0;0;0;2
11;12;12200309.0;2021;11;18;4;3;0;7;1;0;1;0;0;0;1;0;0;2
11;7;7200307.0;2021;11;16;2;3;6;2;0;0;1;1;0;0;0;0;0;2
11;3;3400826.0;2021;10;10;7;3;0;2;0;1;1;0;0;0;0;0;0;1
11;1;1200522.0;2021;10;17;4;2;6;4;0;0;0;1;0;0;1;0;0;1
11;6;6400838.0;2021;10;17;2;3;0;1;1;1;0;0;0;0;0;0;0;1
11;2;2500726.0;2021;11;9;2;3;5;2;0;0;1;0;0;0;1;0;0;2
11;3;3300514.0;2021;11;8;4;3;5;2;0;1;0;0;0;0;1;0;0;2
11;11;11300617.0;2021;11;10;6;3;5;3;0;0;1;0;0;0;0;1;0;2
11;2;2200210.0;2021;10;13;1;3;5;3;0;0;1;0;1;0;0;0;0;1
11;7;7100102.0;2021;10;23;4;3;0;1;2;0;0;0;0;0;1;0;0;1
11;2;2500726.0;2021;11;14;6;3;0;7;0;0;0;0;1;0;0;0;0;2
11;1;1100102.0;2021;11;9;4;3;5;2;0;1;1;0;0;0;0;1;0;2
11;2;2300314.0;2021;10;18;4;3;6;4;2;0;1;1;0;0;0;0;0;1
11;10;10100104.0;2021;10;8;7;3;5;3;0;0;1;0;0;0;0;1;0;1
11;11;11200514.0;2021;10;14;6;3;5;2;0;0;0;0;0;0;1;0;0;1
11;11;11401032.0;2021;11;6;3;3;5;3;1;0;1;0;1;0;0;1;0;2
11;1;1300834.0;2021;11;19;5;2;6;2;1;0;1;1;0;0;0;1;0;2
11;2;2100102.0;2021;11;9;4;3;5;2;0;1;1;0;0;0;0;1;0;2
11;2;2200210.0;2021;10;5;7;2;1;5;2;1;1;0;0;0;0;0;0;1
11;8;8401243.0;2021;10;16;5;3;6;7;0;0;1;1;0;0;0;0;0;1
11;6;6200313.0;2021;10;9;3;3;0;2;0;1;1;0;0;0;0;1;0;1
11;7;7400826.0;2021;10;22;2;3;5;7;2;0;0;0;1;0;1;0;0;1
11;11;11100309.0;2021;11;16;2;3;3;6;1;1;0;0;0;0;0;1;0;2
11;6;6400737.0;2021;11;15;6;3;9;1;0;0;1;0;0;0;0;1;0;2
11;3;3200205.0;2021;11;5;7;3;0;6;2;0;1;0;0;0;0;0;0;2
11;10;10400940.0;2021;10;13;3;3;1;5;0;0;1;0;0;0;0;1;0;1
11;1;1300834.0;2021;11;16;7;3;3;6;2;0;1;0;1;0;0;1;0;2
11;2;2200209.0;2021;11;17;2;3;6;2;2;0;1;1;0;0;0;1;0;2
11;10;10100311.0;2021;10;6;5;3;5;2;0;0;1;0;0;0;0;0;0;1
11;2;2400522.0;2021;10;7;6;3;1;5;2;1;1;0;0;0;0;0;0;1
11;1;1300733.0;2021;10;16;2;3;6;4;0;1;0;1;0;0;0;0;0;1
11;4;4501148.0;2021;10;14;6;3;1;5;0;0;1;0;1;0;0;0;0;1
11;1;1100207.0;2021;11;9;4;3;3;6;0;0;0;0;1;0;1;0;0;2
11;8;8100416.0;2021;11;17;5;3;1;5;2;0;1;0;0;0;0;1;0;2
11;4;4300416.0;2021;10;14;6;3;2;6;0;0;1;0;0;0;0;0;0;1
11;7;7400824.0;2021;10;8;3;2;5;2;0;1;1;0;0;0;0;0;0;1
11;4;4501153.0;2021;10;23;3;3;2;6;2;0;1;0;0;0;0;0;0;1
11;1;1100312.0;2021;10;10;2;3;1;5;0;1;0;0;0;0;1;1;0;1
11;9;9301126.0;2021;11;16;2;2;5;3;1;0;1;0;1;0;0;0;0;2
11;7;7601544.0;2021;10;18;4;2;0;7;1;0;1;0;0;0;0;0;0;1
11;1;1100309.0;2021;10;2;1;3;0;1;2;1;0;0;0;0;0;0;0;1
11;7;7100206.0;2021;11;18;7;3;2;6;2;0;1;0;1;0;0;0;0;2
11;11;11200411.0;2021;11;11;3;3;5;3;0;0;1;0;0;0;0;1;0;2
11;6;6100102.0;2021;11;21;2;3;5;7;2;0;1;0;1;0;0;0;0;2
11;11;11300721.0;2021;10;0;1;1;5;2;2;0;1;0;0;0;1;0;0;1
11;8;8401244.0;2021;10;20;7;3;2;6;2;0;1;0;0;0;0;0;0;1
11;1;1401046.0;2021;11;11;4;3;5;2;0;0;1;0;0;1;0;0;0;2
11;8;8100417.0;2021;11;12;7;3;2;6;0;0;1;0;1;0;0;0;0;2
11;3;3601450.0;2021;10;4;2;3;0;1;2;0;0;0;1;0;0;1;0;1
11;1;1100206.0;2021;10;10;4;3;1;7;0;0;1;0;1;0;0;0;0;1
11;1;1401049.0;2021;11;8;4;3;5;2;0;1;1;0;0;0;0;1;0;2
11;7;7601341.0;2021;11;16;3;3;5;3;2;1;1;0;0;0;0;1;0;2
11;7;7200307.0;2021;10;10;5;3;2;7;0;0;0;0;1;0;1;0;0;1
11;11;11300620.0;2021;10;15;5;3;2;6;1;0;1;0;1;0;0;1;0;1
11;7;7400823.0;2021;11;14;6;3;5;3;0;0;1;0;0;0;1;0;0;2
11;10;10400938.0;2021;11;7;2;3;5;3;0;1;1;0;0;0;0;1;0;2
11;11;11200513.0;2021;11;8;4;3;6;4;0;1;0;1;0;0;0;0;0;2
11;7;7601442.0;2021;11;13;2;3;5;3;0;0;1;0;0;0;1;0;0;2
11;8;8200831.0;2021;10;10;7;3;2;6;0;0;1;0;0;0;0;0;0;1
11;7;7300517.0;2021;10;9;4;3;5;3;0;0;0;0;0;0;1;0;0;1
11;5;5300737.0;2021;10;3;1;2;8;1;2;0;1;0;0;0;0;0;0;1
11;9;9300920.0;2021;11;7;2;2;6;4;0;0;0;1;0;0;1;0;0;2
11;2;2400521.0;2021;11;14;5;3;3;6;0;0;1;0;1;0;0;0;0;2
11;8;8100415.0;2021;11;16;7;3;5;2;2;1;1;0;0;0;0;0;0;2
11;3;3601141.0;2021;10;11;2;3;2;2;0;1;1;0;0;0;0;1;0;1
11;7;7100101.0;2021;10;15;5;3;1;5;0;1;1;0;0;0;0;0;0;1
11;2;2200208.0;2021;11;17;6;3;6;7;1;1;0;1;0;0;0;0;0;2
11;4;4500939.0;2021;11;16;4;3;2;7;2;0;1;0;0;0;0;1;0;2
11;4;4200310.0;2021;10;10;5;3;1;5;0;1;1;0;0;0;0;0;0;1
11;1;1100415.0;2021;10;20;4;3;6;7;2;0;1;1;0;0;0;0;0;1
11;1;1400942.0;2021;10;10;7;3;2;6;0;0;1;0;0;0;1;1;0;1
11;11;11300722.0;2021;10;7;6;3;3;6;0;0;1;0;0;1;0;0;0;1
11;7;7100102.0;2021;11;11;3;3;0;3;0;1;1;0;0;0;0;0;0;2
11;12;12100101.0;2021;11;17;5;3;6;4;2;0;0;1;0;0;1;1;0;2
11;9;9100407.0;2021;11;19;3;2;0;1;2;0;1;0;0;0;0;0;0;2
11;12;12100102.0;2021;10;23;1;2;1;5;2;1;1;0;0;0;0;0;0;1
11;7;7100102.0;2021;10;8;5;3;6;2;0;0;1;1;0;0;0;0;0;1
11;1;1100207.0;2021;10;14;3;3;5;3;0;1;1;0;0;0;0;0;0;1
11;2;2400625.0;2021;10;9;6;2;2;7;0;0;1;0;0;0;1;0;0;1
11;2;2100102.0;2021;10;8;2;3;5;2;0;1;1;0;0;0;0;0;0;1
11;8;8100206.0;2021;11;15;6;3;5;2;0;1;1;0;0;0;0;0;0;2
11;5;5300737.0;2021;11;20;2;3;2;6;2;0;1;0;0;0;0;1;0;2
11;1;1100308.0;2021;11;12;5;3;1;5;0;1;1;0;0;0;0;1;0;2
11;1;1100102.0;2021;11;22;3;2;3;2;2;0;1;0;1;0;0;0;0;2
11;7;7601341.0;2021;10;11;7;3;6;4;0;1;0;1;0;0;0;0;0;1
11;7;7501031.0;2021;10;12;5;3;2;6;0;0;1;0;0;0;0;0;0;1
11;11;11300620.0;2021;10;10;2;3;6;2;0;0;1;1;0;0;0;0;0;1
11;8;8100104.0;2021;10;11;1;3;2;6;0;1;1;0;0;0;0;0;0;1
